"id";"atcocode";"common_name";"locality_name";"locality_qualifier";"created_at";"updated_at";"name";"lattitude";"longitude";"transport_type";"osm_id";"sms_code";"indicator";"bearing";"locality";"parent_locality";"status"
52401;"9400ZZDLELV1";"Elverson Road";"Elverson Road";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Elverson Road";5146895;-1672;"tram";;"";"";"";"Elverson Road";"Lewisham";"act"
52330;"9400ZZDLELV2";"Elverson Road";"Elverson Road";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Elverson Road";5146868;-1680;"tram";;"";"";"";"Elverson Road";"Lewisham";"act"
52392;"9400ZZDLGAL1";"Gallions Reach";"Gallions Reach";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Gallions Reach";5150913;7204;"tram";;"";"";"";"Gallions Reach";"";"act"
52352;"9400ZZDLGAL2";"Gallions Reach";"Gallions Reach";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Gallions Reach";5150897;7196;"tram";;"";"";"";"Elverson Road";"Lewisham";"act"
52332;"9400ZZDLGRE1";"Greenwich Station";"Greenwich (London)";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Greenwich Station";5147816;-1600;"tram";;"";"";"";"Greenwich";"";"act"
52396;"9400ZZDLHEQ1";"Heron Quays";"Heron Quays";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Heron Quays";5150329;-2145;"tram";;"";"";"";"Heron Quays";"London";"act"
52338;"9400ZZDLHEQ2";"Heron Quays";"Heron Quays";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Heron Quays";5150318;-2156;"tram";;"";"";"";"Heron Quays";"London";"act"
52334;"9400ZZDLISL1";"Island Gardens";"Island Gardens";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Island Gardens";5148720;-1002;"tram";;"";"";"";"Island Gardens";"";"act"
52348;"9400ZZDLKGV1";"King George V.";"Silvertown";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"King George V.";5150209;6199;"tram";;"";"Platform 1";"";"Silvertown";"";"act"
52347;"9400ZZDLLCA1";"London City Airport";"Silvertown";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"London City Airport";5150341;4875;"tram";;"";"Platform 1";"";"Silvertown";"";"act"
52368;"9400ZZDLLDP";"Langdon Park";"Poplar";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Langdon Park";5151517;-1415;"tram";;"";"";"";"Poplar";"London";"act"
52375;"9400ZZDLLDP2";"Langdon Park";"Poplar";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Langdon Park";5151517;-1418;"tram";;"";"";"";"Poplar";"London";"act"
52329;"9400ZZDLLEW1";"Lewisham DLR Station";"Lewisham";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Lewisham DLR Station";5146505;-1244;"tram";;"";"";"";"Lewisham";"";"act"
52381;"9400ZZDLLIM1";"Limehouse";"Limehouse";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Limehouse";5151233;-3961;"tram";;"";"";"";"Limehouse";"London";"act"
